id,name,skin,ingredients,price
9643,Daily Moist 297,Normal,"Niacinamida, Aloe Vera, Zinc",158.8
9644,UltraSmooth 130,Grasa,"Ácido Hialurónico, Peptidos, Extracto de Té Verde",48.78
9645,NightCare 39,Mixta,"Urea, Pantenol, Zinc, Niacinamida",158.15
9646,SkinPure 278,Grasa,"Aceite de Jojoba, Extracto de Té Verde, Ácido Ferúlico",43.02
9647,SkinPure 99,Grasa,"Extracto de Té Verde, Glicerina, Zinc, Ácido Salicílico",168.86
9648,BrightFix 18,Todo tipo,"Extracto de Té Verde, Retinol, Zinc",30.56
9649,NightCare 49,Grasa,"Niacinamida, Pantenol, Aloe Vera, Ceramidas",124.53
9650,Glow Serum 182,Sensible,"Ácido Ferúlico, Retinol, Niacinamida, Manteca de Karité",192.34
9651,Glow Serum 94,Mixta,"Glicerina, Retinol, Ceramidas",55.49
9652,SkinPure 102,Todo tipo,"Ceramidas, Glicerina",130.87
9653,NutriGlow 59,Madura,"Pantenol, Ceramidas",148.88
9654,Radiant Day 173,Seca,"Pantenol, Peptidos, Ácido Láctico",59.71
9655,AcneFree 95,Madura,"Avena Coloidal, Manteca de Karité",174.84
9656,Fresh Dew 261,Grasa,"Manteca de Karité, Ácido Láctico, Pantenol, Niacinamida",121.26
9657,BrightFix 101,Todo tipo,"Glicerina, Ácido Ferúlico, Zinc",53.07
9658,Glow Serum 25,Normal,"Peptidos, Avena Coloidal, Zinc, Pantenol",47.1
9659,AgeDefy 216,Acneica,"Urea, Glicerina, Ceramidas, Manteca de Karité",175.88
9660,AgeDefy 273,Sensible,"Glicerina, Manteca de Karité, Ácido Salicílico",65.51
9661,AgeDefy 82,Grasa,"Pantenol, Vitamina C, Ácido Láctico, Ácido Ferúlico",113.68
9662,NutriGlow 34,Todo tipo,"Peptidos, Ácido Ferúlico",71.23
9663,UltraSmooth 232,Todo tipo,"Ácido Salicílico, Niacinamida, Aceite de Jojoba",70.2
9664,Clear Skin 280,Seca,"Niacinamida, Vitamina C, Ceramidas, Ácido Salicílico",104.34
9665,RegenX 56,Seca,"Manteca de Karité, Ácido Láctico",75.33
9666,AgeDefy 142,Seca,"Manteca de Karité, Peptidos, Ácido Salicílico, Ceramidas",98.46
9667,Radiant Day 57,Madura,"Avena Coloidal, Ácido Salicílico, Agua Termal, Extracto de Té Verde",23.89
9668,BrightFix 123,Sensible,"Ácido Salicílico, Pantenol, Manteca de Karité, Vitamina C",120.43
9669,DermaFix 294,Madura,"Glicerina, Avena Coloidal, Ácido Ferúlico, Ácido Salicílico",75.98
9670,SkinPure 90,Mixta,"Ácido Salicílico, Ácido Láctico, Ácido Hialurónico, Avena Coloidal",99.79
9671,AgeDefy 270,Mixta,"Ceramidas, Ácido Ferúlico",57.49
9672,Glow Serum 244,Grasa,"Glicerina, Aceite de Jojoba, Vitamina C, Niacinamida",54.85
9673,Glow Serum 257,Normal,"Extracto de Té Verde, Ácido Hialurónico",15.37
9674,NightCare 147,Seca,"Urea, Extracto de Té Verde",24.5
9675,Daily Moist 106,Mixta,"Niacinamida, Extracto de Té Verde, Avena Coloidal",152.45
9676,Daily Moist 171,Acneica,"Manteca de Karité, Ácido Salicílico",44.41
9677,CeraPlus 235,Sensible,"Agua Termal, Manteca de Karité, Aceite de Jojoba, Ácido Láctico",7.95
9678,DermaFix 48,Madura,"Aceite de Jojoba, Ácido Hialurónico, Extracto de Té Verde, Zinc",75.33
9679,AcneFree 136,Normal,"Manteca de Karité, Peptidos, Aceite de Jojoba, Ácido Ferúlico",181.59
9680,Aqua Balm 66,Grasa,"Ceramidas, Extracto de Té Verde, Pantenol, Ácido Ferúlico",195.71
9681,SkinPure 78,Grasa,"Glicerina, Peptidos, Aloe Vera, Agua Termal",32.86
9682,DermaFix 111,Seca,"Avena Coloidal, Pantenol, Niacinamida",165.12
9683,UltraSmooth 172,Grasa,"Ceramidas, Ácido Láctico, Retinol",115.47
9684,BrightFix 271,Seca,"Vitamina C, Manteca de Karité",166.81
9685,Aqua Balm 234,Normal,"Aceite de Jojoba, Ácido Hialurónico, Peptidos",24.35
9686,Fresh Dew 4,Sensible,"Ácido Hialurónico, Ácido Láctico",192.64
9687,Fresh Dew 137,Sensible,"Peptidos, Agua Termal",70.94
9688,Silky Touch 122,Sensible,"Manteca de Karité, Aceite de Jojoba, Avena Coloidal, Ceramidas",43.89
9689,RegenX 215,Madura,"Ácido Hialurónico, Agua Termal, Ceramidas",120.41
9690,AgeDefy 187,Normal,"Peptidos, Aloe Vera, Ceramidas",94.16
9691,Clear Skin 65,Seca,"Ceramidas, Glicerina, Pantenol",127.47
9692,AgeDefy 157,Sensible,"Pantenol, Ácido Ferúlico",185.58
9693,Fresh Dew 30,Madura,"Extracto de Té Verde, Ácido Láctico, Aloe Vera",44.04
9694,Fresh Dew 226,Normal,"Agua Termal, Aloe Vera, Avena Coloidal, Pantenol",29.23
9695,UltraSmooth 24,Todo tipo,"Pantenol, Zinc, Aceite de Jojoba",120.92
9696,Silky Touch 288,Seca,"Glicerina, Pantenol, Aloe Vera",158.09
9697,AcneFree 184,Acneica,"Avena Coloidal, Urea, Aceite de Jojoba",180.3
9698,CeraPlus 103,Grasa,"Agua Termal, Vitamina C, Aloe Vera, Ácido Láctico",194.44
9699,RegenX 134,Sensible,"Manteca de Karité, Avena Coloidal",71.27
9700,UltraSmooth 186,Madura,"Avena Coloidal, Urea, Aceite de Jojoba, Vitamina C",86.21
9701,SkinPure 107,Normal,"Zinc, Aloe Vera, Urea, Aceite de Jojoba",188.9
9702,AgeDefy 122,Grasa,"Manteca de Karité, Ceramidas",23.35
9703,SkinPure 273,Normal,"Ceramidas, Aceite de Jojoba",63.39
9704,BrightFix 283,Sensible,"Aloe Vera, Ácido Láctico, Zinc",39.16
9705,NightCare 162,Normal,"Manteca de Karité, Aloe Vera, Glicerina",71.15
9706,Daily Moist 225,Sensible,"Glicerina, Niacinamida, Avena Coloidal, Aceite de Jojoba",176.24
9707,DermaFix 137,Sensible,"Aloe Vera, Glicerina, Agua Termal",196.54
9708,Clear Skin 211,Madura,"Urea, Aloe Vera",64.49
9709,Aqua Balm 60,Grasa,"Glicerina, Ceramidas, Niacinamida",130.1
9710,BrightFix 68,Todo tipo,"Manteca de Karité, Ácido Salicílico",115.34
9711,Daily Moist 288,Madura,"Ácido Hialurónico, Peptidos, Vitamina C",141.89
9712,SkinPure 77,Seca,"Ácido Hialurónico, Avena Coloidal, Niacinamida, Peptidos",142.98
9713,Clear Skin 82,Grasa,"Ácido Hialurónico, Ácido Salicílico, Aceite de Jojoba",125.21
9714,SunShield 106,Acneica,"Ácido Láctico, Glicerina",126.45
9715,SkinPure 189,Normal,"Ceramidas, Aloe Vera, Peptidos",163.15
9716,CeraPlus 3,Todo tipo,"Retinol, Aloe Vera, Ácido Láctico",17.64
9717,SunShield 48,Acneica,"Pantenol, Ácido Ferúlico, Peptidos",39.49
9718,CeraPlus 3,Madura,"Ácido Hialurónico, Niacinamida",119.76
9719,RegenX 4,Seca,"Vitamina C, Glicerina",12.88
9720,BrightFix 278,Sensible,"Retinol, Ceramidas",94.62
9721,Fresh Dew 201,Mixta,"Glicerina, Aloe Vera, Manteca de Karité",39.01
9722,RegenX 117,Acneica,"Ácido Láctico, Pantenol",163.83
9723,AcneFree 182,Seca,"Aloe Vera, Glicerina",115.62
9724,NutriGlow 269,Todo tipo,"Niacinamida, Peptidos, Urea, Aloe Vera",5.08
9725,UltraSmooth 12,Madura,"Extracto de Té Verde, Aceite de Jojoba, Peptidos",59.63
9726,AgeDefy 221,Todo tipo,"Pantenol, Aceite de Jojoba, Urea",20.6
9727,Daily Moist 153,Mixta,"Urea, Vitamina C, Ácido Láctico, Ácido Hialurónico",85.76
9728,RegenX 151,Madura,"Aceite de Jojoba, Ácido Salicílico, Zinc",183.13
9729,Daily Moist 297,Mixta,"Ácido Hialurónico, Retinol",172.32
9730,Glow Serum 4,Madura,"Aloe Vera, Glicerina",194.71
9731,NightCare 291,Madura,"Aloe Vera, Agua Termal",120.39
9732,AgeDefy 62,Todo tipo,"Peptidos, Glicerina",159.97
9733,BrightFix 24,Sensible,"Ácido Láctico, Urea",185.55
9734,SkinPure 296,Acneica,"Aloe Vera, Peptidos, Pantenol, Agua Termal",46.46
9735,DermaFix 237,Madura,"Glicerina, Vitamina C, Aceite de Jojoba, Avena Coloidal",46.95
9736,RegenX 44,Seca,"Glicerina, Aceite de Jojoba",169.87
9737,Aqua Balm 264,Normal,"Ácido Salicílico, Retinol, Aloe Vera, Ácido Ferúlico",43.22
9738,Daily Moist 181,Sensible,"Aceite de Jojoba, Glicerina",107.38
9739,SunShield 42,Normal,"Manteca de Karité, Ácido Hialurónico, Urea",103.69
9740,SkinPure 125,Madura,"Ácido Salicílico, Urea, Avena Coloidal",71.35
9741,Daily Moist 297,Madura,"Glicerina, Ceramidas, Pantenol, Extracto de Té Verde",74.49
9742,Daily Moist 76,Grasa,"Vitamina C, Aceite de Jojoba, Extracto de Té Verde, Ácido Salicílico",53.41
9743,Fresh Dew 193,Madura,"Ácido Láctico, Aceite de Jojoba, Ceramidas",19.56
9744,Silky Touch 102,Madura,"Manteca de Karité, Avena Coloidal, Ceramidas",191.07
9745,RegenX 65,Grasa,"Aceite de Jojoba, Manteca de Karité, Agua Termal",145.79
9746,Radiant Day 175,Sensible,"Manteca de Karité, Aloe Vera",17.86
9747,SunShield 37,Mixta,"Peptidos, Manteca de Karité, Avena Coloidal",82.73
9748,CeraPlus 12,Todo tipo,"Niacinamida, Aceite de Jojoba, Vitamina C, Avena Coloidal",75.66
9749,UltraSmooth 234,Seca,"Aceite de Jojoba, Urea",60.89
9750,UltraSmooth 142,Todo tipo,"Extracto de Té Verde, Peptidos",188.4
9751,Hydra Boost 182,Sensible,"Peptidos, Aceite de Jojoba, Ceramidas, Niacinamida",55.97
9752,Daily Moist 183,Acneica,"Glicerina, Avena Coloidal",165.41
9753,Fresh Dew 153,Seca,"Glicerina, Niacinamida, Ácido Salicílico, Peptidos",191.96
9754,RegenX 149,Madura,"Pantenol, Ácido Ferúlico, Glicerina",173.67
9755,AgeDefy 61,Madura,"Ácido Salicílico, Niacinamida, Vitamina C, Manteca de Karité",50.71
9756,Aqua Balm 2,Mixta,"Peptidos, Pantenol, Vitamina C, Niacinamida",33.85
9757,Radiant Day 180,Acneica,"Peptidos, Aceite de Jojoba",42.27
9758,SunShield 169,Seca,"Ceramidas, Agua Termal, Glicerina, Aceite de Jojoba",196.83
9759,BrightFix 85,Sensible,"Niacinamida, Manteca de Karité, Aceite de Jojoba",118.2
9760,Radiant Day 260,Normal,"Niacinamida, Aloe Vera",176.47
9761,AcneFree 36,Seca,"Urea, Retinol, Zinc, Aceite de Jojoba",58.03
9762,AgeDefy 69,Sensible,"Extracto de Té Verde, Agua Termal",35.46
9763,NightCare 179,Normal,"Aceite de Jojoba, Pantenol",148.65
9764,Aqua Balm 189,Seca,"Aloe Vera, Aceite de Jojoba, Peptidos",129.64
9765,RegenX 47,Acneica,"Aceite de Jojoba, Pantenol",101.11
9766,BrightFix 249,Madura,"Aceite de Jojoba, Ácido Láctico, Extracto de Té Verde",64.79
9767,SkinPure 50,Sensible,"Ácido Láctico, Ácido Salicílico, Retinol, Extracto de Té Verde",7.7
9768,SunShield 263,Normal,"Ácido Salicílico, Peptidos, Avena Coloidal",181.74
9769,Daily Moist 297,Sensible,"Ceramidas, Zinc, Niacinamida",187.41
9770,Fresh Dew 6,Acneica,"Glicerina, Urea, Ceramidas",27.37
9771,CeraPlus 19,Normal,"Zinc, Agua Termal",182.0
9772,RegenX 182,Madura,"Niacinamida, Zinc, Avena Coloidal, Ceramidas",175.37
9773,AcneFree 157,Grasa,"Manteca de Karité, Glicerina",132.89
9774,RegenX 70,Seca,"Extracto de Té Verde, Niacinamida, Pantenol, Avena Coloidal",120.55
9775,OilControl 19,Mixta,"Ácido Salicílico, Urea, Glicerina",103.54
9776,BrightFix 97,Todo tipo,"Ácido Ferúlico, Ácido Hialurónico, Niacinamida",52.59
9777,DermaFix 42,Madura,"Retinol, Ceramidas, Niacinamida",124.25
9778,SkinPure 48,Grasa,"Niacinamida, Peptidos, Ácido Ferúlico, Retinol",138.63
9779,CeraPlus 115,Sensible,"Aloe Vera, Aceite de Jojoba, Extracto de Té Verde",87.84
9780,AgeDefy 34,Madura,"Agua Termal, Avena Coloidal, Retinol, Extracto de Té Verde",35.38
9781,AgeDefy 265,Sensible,"Ácido Ferúlico, Peptidos, Aceite de Jojoba, Pantenol",136.56
9782,NightCare 257,Madura,"Niacinamida, Avena Coloidal",116.32
9783,CeraPlus 87,Sensible,"Ceramidas, Niacinamida, Ácido Salicílico",176.11
9784,AgeDefy 138,Sensible,"Ácido Hialurónico, Retinol",130.48
9785,RegenX 297,Mixta,"Urea, Glicerina, Peptidos",61.84
9786,AcneFree 79,Normal,"Retinol, Ácido Láctico, Urea, Vitamina C",139.26
9787,Fresh Dew 282,Normal,"Pantenol, Extracto de Té Verde, Avena Coloidal",191.72
9788,Silky Touch 181,Madura,"Aceite de Jojoba, Ceramidas",65.32
9789,AgeDefy 60,Madura,"Ácido Ferúlico, Agua Termal, Aloe Vera, Ácido Láctico",57.14
9790,SkinPure 275,Madura,"Ácido Salicílico, Retinol, Extracto de Té Verde",21.36
9791,Hydra Boost 12,Madura,"Ácido Láctico, Ácido Salicílico",110.52
9792,Radiant Day 141,Acneica,"Niacinamida, Ácido Ferúlico, Ácido Salicílico, Agua Termal",186.09
9793,Daily Moist 164,Acneica,"Ceramidas, Peptidos",72.11
9794,Radiant Day 5,Seca,"Niacinamida, Zinc, Aceite de Jojoba",197.15
9795,DermaFix 66,Seca,"Peptidos, Pantenol, Ácido Láctico",140.86
9796,DermaFix 32,Sensible,"Ácido Hialurónico, Zinc",116.37
9797,RegenX 31,Mixta,"Zinc, Niacinamida, Pantenol, Vitamina C",12.41
9798,CeraPlus 238,Todo tipo,"Extracto de Té Verde, Peptidos, Avena Coloidal",55.59
9799,Aqua Balm 193,Mixta,"Ácido Hialurónico, Agua Termal, Aceite de Jojoba",130.53
9800,AgeDefy 103,Grasa,"Peptidos, Aceite de Jojoba, Ácido Ferúlico, Glicerina",171.04
9801,Clear Skin 208,Normal,"Manteca de Karité, Ácido Ferúlico, Extracto de Té Verde, Zinc",155.78
9802,DermaFix 98,Normal,"Ácido Hialurónico, Ácido Ferúlico, Extracto de Té Verde, Ceramidas",195.86
9803,SkinPure 34,Seca,"Peptidos, Agua Termal",132.97
9804,OilControl 262,Mixta,"Glicerina, Ceramidas, Manteca de Karité",50.3
9805,UltraSmooth 52,Seca,"Agua Termal, Zinc, Ácido Ferúlico",180.38
9806,OilControl 296,Acneica,"Ácido Salicílico, Retinol, Agua Termal, Avena Coloidal",145.99
9807,RegenX 268,Sensible,"Glicerina, Ácido Salicílico",142.93
9808,OilControl 112,Madura,"Glicerina, Ácido Ferúlico, Ácido Láctico",194.32
9809,UltraSmooth 165,Seca,"Extracto de Té Verde, Ácido Láctico",150.31
9810,Daily Moist 79,Todo tipo,"Manteca de Karité, Aceite de Jojoba",163.64
9811,Fresh Dew 88,Seca,"Urea, Niacinamida, Peptidos, Pantenol",199.57
9812,Clear Skin 128,Sensible,"Avena Coloidal, Ácido Ferúlico",136.27
9813,Aqua Balm 100,Acneica,"Urea, Ácido Láctico, Vitamina C, Pantenol",114.66
9814,UltraSmooth 134,Madura,"Ácido Láctico, Retinol, Niacinamida, Aceite de Jojoba",173.21
9815,Glow Serum 209,Acneica,"Ceramidas, Niacinamida",25.31
9816,BrightFix 276,Grasa,"Ácido Salicílico, Aloe Vera, Extracto de Té Verde, Aceite de Jojoba",113.57
9817,SkinPure 3,Mixta,"Retinol, Extracto de Té Verde",158.81
9818,RegenX 123,Acneica,"Retinol, Ácido Hialurónico, Aceite de Jojoba",6.62
9819,Glow Serum 82,Mixta,"Retinol, Ácido Láctico, Ácido Ferúlico",43.81
9820,RegenX 96,Madura,"Ácido Ferúlico, Retinol, Zinc",5.98
9821,Glow Serum 161,Madura,"Retinol, Ácido Hialurónico, Avena Coloidal, Zinc",86.88
9822,AcneFree 22,Normal,"Retinol, Ácido Salicílico, Aloe Vera, Urea",85.88
9823,BrightFix 173,Seca,"Urea, Ácido Ferúlico, Ácido Salicílico, Zinc",146.6
9824,OilControl 232,Madura,"Ceramidas, Ácido Hialurónico, Zinc",75.75
9825,CeraPlus 251,Normal,"Niacinamida, Ácido Láctico, Urea, Ceramidas",20.09
9826,Glow Serum 37,Sensible,"Vitamina C, Aloe Vera, Retinol",169.84
9827,Glow Serum 250,Seca,"Agua Termal, Ácido Hialurónico",77.55
9828,AcneFree 57,Sensible,"Ácido Ferúlico, Aceite de Jojoba, Zinc, Avena Coloidal",117.74
9829,Radiant Day 11,Normal,"Ceramidas, Extracto de Té Verde, Niacinamida, Manteca de Karité",41.19
9830,SunShield 144,Grasa,"Aloe Vera, Retinol",125.73
9831,SkinPure 169,Sensible,"Avena Coloidal, Agua Termal",74.53
9832,Fresh Dew 172,Mixta,"Glicerina, Pantenol",121.01
9833,Hydra Boost 28,Acneica,"Pantenol, Ácido Láctico, Retinol, Urea",77.49
9834,Silky Touch 241,Sensible,"Agua Termal, Ácido Ferúlico",135.68
9835,RegenX 220,Normal,"Ácido Láctico, Aloe Vera, Avena Coloidal",13.56
9836,OilControl 153,Acneica,"Vitamina C, Agua Termal, Zinc, Ácido Salicílico",98.0
9837,CeraPlus 131,Seca,"Peptidos, Urea",181.59
9838,Radiant Day 47,Acneica,"Ácido Hialurónico, Manteca de Karité, Avena Coloidal",25.53
9839,Clear Skin 20,Acneica,"Retinol, Zinc, Aceite de Jojoba, Extracto de Té Verde",173.49
9840,SunShield 187,Sensible,"Glicerina, Niacinamida, Aceite de Jojoba",164.14
9841,RegenX 99,Todo tipo,"Aceite de Jojoba, Avena Coloidal, Agua Termal",116.12
9842,BrightFix 126,Seca,"Retinol, Zinc",161.67
9843,AgeDefy 252,Normal,"Vitamina C, Ácido Láctico, Ácido Salicílico",107.69
9844,NightCare 196,Mixta,"Aceite de Jojoba, Peptidos, Extracto de Té Verde, Aloe Vera",20.59
9845,DermaFix 287,Sensible,"Retinol, Ácido Hialurónico, Zinc",22.78
9846,Silky Touch 10,Grasa,"Extracto de Té Verde, Agua Termal",78.11
9847,NutriGlow 1,Mixta,"Aloe Vera, Vitamina C, Peptidos, Ácido Salicílico",193.96
9848,DermaFix 257,Normal,"Pantenol, Aloe Vera",173.77
9849,OilControl 95,Grasa,"Ácido Ferúlico, Niacinamida",125.17
9850,UltraSmooth 157,Grasa,"Agua Termal, Pantenol, Zinc",107.27
9851,NightCare 77,Acneica,"Aloe Vera, Ácido Salicílico, Ceramidas, Extracto de Té Verde",191.28
9852,NutriGlow 128,Seca,"Agua Termal, Ácido Láctico, Pantenol, Avena Coloidal",77.81
9853,Hydra Boost 296,Grasa,"Urea, Ceramidas",165.6
9854,Clear Skin 279,Madura,"Agua Termal, Ceramidas, Vitamina C",112.63
9855,Aqua Balm 111,Madura,"Ácido Láctico, Peptidos, Zinc, Vitamina C",38.18
9856,BrightFix 264,Grasa,"Ácido Hialurónico, Avena Coloidal, Extracto de Té Verde",20.66
9857,SunShield 266,Seca,"Vitamina C, Retinol, Pantenol, Aceite de Jojoba",173.61
9858,Radiant Day 272,Acneica,"Niacinamida, Avena Coloidal, Manteca de Karité",21.41
9859,CeraPlus 205,Normal,"Vitamina C, Pantenol",158.76
9860,DermaFix 145,Madura,"Extracto de Té Verde, Glicerina, Zinc",160.32
9861,AgeDefy 52,Todo tipo,"Avena Coloidal, Ácido Ferúlico",52.24
9862,AgeDefy 47,Grasa,"Extracto de Té Verde, Aceite de Jojoba, Avena Coloidal",146.09
9863,Hydra Boost 176,Seca,"Ácido Ferúlico, Avena Coloidal",77.35
9864,Hydra Boost 220,Madura,"Aloe Vera, Avena Coloidal",147.75
9865,NightCare 296,Grasa,"Manteca de Karité, Niacinamida, Ácido Hialurónico",33.57
9866,SkinPure 194,Acneica,"Aceite de Jojoba, Pantenol, Niacinamida, Agua Termal",169.59
9867,SkinPure 204,Sensible,"Retinol, Urea, Aloe Vera, Ácido Hialurónico",9.57
9868,Daily Moist 18,Seca,"Extracto de Té Verde, Ácido Láctico, Pantenol",111.89
9869,Fresh Dew 189,Mixta,"Peptidos, Urea, Niacinamida, Ceramidas",76.48
9870,Aqua Balm 21,Sensible,"Niacinamida, Aceite de Jojoba, Ácido Salicílico, Agua Termal",35.81
9871,Aqua Balm 138,Todo tipo,"Retinol, Ácido Hialurónico",182.11
9872,OilControl 101,Sensible,"Ácido Salicílico, Urea, Aceite de Jojoba",64.49
9873,Silky Touch 267,Grasa,"Extracto de Té Verde, Ácido Ferúlico, Retinol, Zinc",82.89
9874,OilControl 124,Grasa,"Peptidos, Vitamina C, Urea, Ácido Láctico",198.22
9875,Hydra Boost 108,Mixta,"Zinc, Aloe Vera",73.49
9876,AcneFree 287,Normal,"Agua Termal, Ácido Ferúlico, Manteca de Karité, Ceramidas",44.66
9877,SkinPure 89,Grasa,"Avena Coloidal, Niacinamida",90.01
9878,OilControl 176,Normal,"Ácido Hialurónico, Urea, Aceite de Jojoba, Ceramidas",129.34
9879,Hydra Boost 44,Sensible,"Ácido Salicílico, Avena Coloidal, Aceite de Jojoba, Glicerina",61.86
9880,UltraSmooth 269,Madura,"Pantenol, Ácido Salicílico, Avena Coloidal",125.49
9881,Clear Skin 23,Grasa,"Ácido Ferúlico, Agua Termal, Avena Coloidal, Ácido Láctico",70.57
9882,SkinPure 200,Madura,"Retinol, Ácido Salicílico",147.99
9883,RegenX 292,Seca,"Avena Coloidal, Ácido Ferúlico",112.2
9884,RegenX 3,Sensible,"Manteca de Karité, Peptidos, Ceramidas",40.93
9885,OilControl 233,Sensible,"Extracto de Té Verde, Manteca de Karité",99.63
9886,Daily Moist 271,Mixta,"Extracto de Té Verde, Niacinamida",163.98
9887,Glow Serum 199,Grasa,"Ácido Salicílico, Manteca de Karité, Peptidos, Ceramidas",192.21
9888,DermaFix 131,Mixta,"Ácido Ferúlico, Ceramidas, Vitamina C, Glicerina",115.96
9889,CeraPlus 30,Normal,"Glicerina, Urea, Pantenol, Ceramidas",140.48
9890,Aqua Balm 285,Normal,"Glicerina, Pantenol",10.42
9891,AgeDefy 20,Sensible,"Ácido Láctico, Peptidos",146.91
9892,Hydra Boost 90,Mixta,"Agua Termal, Glicerina",13.29
9893,Daily Moist 36,Todo tipo,"Manteca de Karité, Vitamina C",14.5
9894,BrightFix 82,Normal,"Avena Coloidal, Retinol, Ácido Ferúlico, Pantenol",91.36
9895,Glow Serum 41,Acneica,"Pantenol, Aloe Vera",26.78
9896,OilControl 99,Madura,"Pantenol, Vitamina C",176.67
9897,Daily Moist 213,Normal,"Ácido Ferúlico, Urea, Aceite de Jojoba, Manteca de Karité",147.1
9898,Hydra Boost 19,Todo tipo,"Zinc, Pantenol, Aceite de Jojoba",11.9
9899,AgeDefy 247,Todo tipo,"Ácido Láctico, Manteca de Karité, Aceite de Jojoba",13.5
9900,CeraPlus 75,Madura,"Agua Termal, Ácido Ferúlico, Ceramidas",194.96
9901,DermaFix 291,Acneica,"Aceite de Jojoba, Manteca de Karité, Ácido Hialurónico, Ceramidas",104.66
9902,SunShield 253,Acneica,"Ácido Ferúlico, Extracto de Té Verde",20.05
9903,CeraPlus 235,Mixta,"Ácido Láctico, Ácido Ferúlico",192.92
9904,Hydra Boost 73,Sensible,"Agua Termal, Retinol, Peptidos",146.52
9905,AcneFree 153,Seca,"Ácido Salicílico, Agua Termal, Retinol, Ácido Hialurónico",194.85
9906,Glow Serum 243,Normal,"Aceite de Jojoba, Niacinamida, Avena Coloidal",100.99
9907,SunShield 62,Mixta,"Aloe Vera, Ácido Ferúlico, Ácido Láctico, Aceite de Jojoba",132.47
9908,NutriGlow 223,Normal,"Peptidos, Ceramidas, Agua Termal, Urea",170.03
9909,Silky Touch 225,Seca,"Ácido Hialurónico, Aloe Vera, Retinol",50.34
9910,Aqua Balm 227,Seca,"Manteca de Karité, Agua Termal",92.21
9911,Silky Touch 166,Normal,"Vitamina C, Urea, Peptidos, Ácido Hialurónico",170.9
9912,SunShield 7,Seca,"Ácido Hialurónico, Ácido Ferúlico, Vitamina C, Pantenol",25.35
9913,BrightFix 81,Acneica,"Ácido Ferúlico, Pantenol, Agua Termal, Avena Coloidal",88.58
9914,SunShield 182,Todo tipo,"Avena Coloidal, Urea",104.21
9915,Radiant Day 219,Acneica,"Peptidos, Ácido Láctico, Niacinamida",48.06
9916,BrightFix 248,Acneica,"Ácido Salicílico, Ácido Hialurónico, Niacinamida",9.11
9917,AcneFree 152,Mixta,"Extracto de Té Verde, Ácido Salicílico, Vitamina C, Aceite de Jojoba",196.1
9918,RegenX 280,Todo tipo,"Pantenol, Ácido Láctico, Aceite de Jojoba, Agua Termal",195.18
9919,Daily Moist 110,Mixta,"Peptidos, Niacinamida, Aloe Vera",104.09
9920,AgeDefy 69,Acneica,"Niacinamida, Ácido Ferúlico, Zinc, Avena Coloidal",113.22
9921,Daily Moist 276,Acneica,"Ceramidas, Extracto de Té Verde, Ácido Salicílico, Zinc",6.27
9922,Glow Serum 28,Todo tipo,"Vitamina C, Ácido Ferúlico",87.79
9923,NutriGlow 281,Madura,"Ácido Ferúlico, Avena Coloidal",172.19
9924,NightCare 204,Grasa,"Retinol, Ácido Láctico",78.97
9925,Daily Moist 259,Normal,"Agua Termal, Ácido Salicílico, Niacinamida, Pantenol",100.44
9926,OilControl 137,Acneica,"Ácido Hialurónico, Manteca de Karité, Zinc, Aloe Vera",70.64
9927,BrightFix 239,Sensible,"Glicerina, Zinc",7.39
